KEY,en
FURNITURE_DESC_WALLMOUNTED_BALLOON,
FURNITURE_NAME_WALLMOUNTED_BALLOON2,Воздушный шарик Б
FURNITURE_DESC_WALLMOUNTED_BALLOON2,
FURNITURE_NAME_WALLMOUNTED_BALLOON3,Воздушный шарик В
FURNITURE_DESC_WALLMOUNTED_BALLOON3,
FURNITURE_NAME_WALLMOUNTED_SEWER_PIPES1,Канализационные трубы А
FURNITURE_DESC_WALLMOUNTED_SEWER_PIPES1,
FURNITURE_NAME_WALLMOUNTED_SEWER_PIPES2,Канализационные трубы Б
FURNITURE_DESC_WALLMOUNTED_SEWER_PIPES2,
FURNITURE_NAME_WALLMOUNTED_SEWER_PIPES3,Канализационные трубы В
FURNITURE_DESC_WALLMOUNTED_SEWER_PIPES3,
FURNITURE_NAME_WALLMOUNTED_BALLOON4,Шарик-сердечко
FURNITURE_DESC_WALLMOUNTED_BALLOON4,
FURNITURE_NAME_WALLMOUNTED_MIRROR,Зеркало
FURNITURE_DESC_WALLMOUNTED_MIRROR,
FURNITURE_NAME_WALLMOUNTED_JUNK_PAPER1,Газеты А
FURNITURE_DESC_WALLMOUNTED_JUNK_PAPER1,
FURNITURE_NAME_WALLMOUNTED_PICTURE_DRAWING,Рисунок
FURNITURE_DESC_WALLMOUNTED_PICTURE_DRAWING,
FURNITURE_NAME_WALLMOUNTED_COWSKULL,Настенный коровий череп
FURNITURE_DESC_WALLMOUNTED_COWSKULL,
FURNITURE_NAME_WALLMOUNTED_TAXIDERMY_DEERHEAD,Чучело оленя
FURNITURE_DESC_WALLMOUNTED_TAXIDERMY_DEERHEAD,
FURNITURE_NAME_WALLMOUNTED_TAXIDERMY_GUPPY,Чучело гуппи
FURNITURE_DESC_WALLMOUNTED_TAXIDERMY_GUPPY,
FURNITURE_NAME_WALLMOUNTED_JOLLYROGER,Весёлый Роджер
FURNITURE_DESC_WALLMOUNTED_JOLLYROGER,
FURNITURE_NAME_WALLMOUNTED_TAXIDERMY_BUGS,Коллекция жуков
FURNITURE_DESC_WALLMOUNTED_TAXIDERMY_BUGS,
FURNITURE_NAME_WALLMOUNTED_TAXIDERMY_FISH,Чучело окуня
FURNITURE_DESC_WALLMOUNTED_TAXIDERMY_FISH,
FURNITURE_NAME_WALLMOUNTED_MASK_INFAMY,Маска бесчестья
FURNITURE_DESC_WALLMOUNTED_MASK_INFAMY,
FURNITURE_NAME_WALLMOUNTED_SAFE,Настенный сейф
FURNITURE_DESC_WALLMOUNTED_SAFE,
FURNITURE_NAME_WALLMOUNTED_BRICKS1,Кирпичи А
FURNITURE_DESC_WALLMOUNTED_BRICKS1,
FURNITURE_NAME_WALLMOUNTED_BRICKS2,Кирпичи Б
FURNITURE_DESC_WALLMOUNTED_BRICKS2,
FURNITURE_NAME_WALLMOUNTED_BRICKS3,Кирпичи В
FURNITURE_DESC_WALLMOUNTED_BRICKS3,
FURNITURE_NAME_WALLMOUNTED_BRICKS4,Кирпичи Г
FURNITURE_DESC_WALLMOUNTED_BRICKS4,
FURNITURE_NAME_WALLMOUNTED_JUNK_PAPER2,Газеты Б
FURNITURE_DESC_WALLMOUNTED_JUNK_PAPER2,
FURNITURE_NAME_WALLMOUNTED_CRACK,Трещина
FURNITURE_DESC_WALLMOUNTED_CRACK,
FURNITURE_NAME_WALLMOUNTED_TORCH,Факел
FURNITURE_DESC_WALLMOUNTED_TORCH,
FURNITURE_NAME_WALLMOUNTED_SHRUNKINHEAD,Усохшая кошачья голова
FURNITURE_DESC_WALLMOUNTED_SHRUNKINHEAD,
FURNITURE_NAME_WALLMOUNTED_CLOUD,Облачко
FURNITURE_DESC_WALLMOUNTED_CLOUD,
FURNITURE_NAME_WALLMOUNTED_BLOCK1,Блок
FURNITURE_DESC_WALLMOUNTED_BLOCK1,
FURNITURE_NAME_WALLMOUNTED_BLOCK2,Блок с вопросом
FURNITURE_DESC_WALLMOUNTED_BLOCK2,
FURNITURE_NAME_WALLMOUNTED_BLOCK3,Кирпичный блок
FURNITURE_DESC_WALLMOUNTED_BLOCK3,
FURNITURE_NAME_WALLMOUNTED_BALLOON5,Воздушный шарик Г
FURNITURE_DESC_WALLMOUNTED_BALLOON5,
FURNITURE_NAME_WALLMOUNTED_BALLOON6,Воздушный шарик Д
FURNITURE_DESC_WALLMOUNTED_BALLOON6,
FURNITURE_NAME_WALLMOUNTED_BALLOON7,Воздушный шарик Е
FURNITURE_DESC_WALLMOUNTED_BALLOON7,
FURNITURE_NAME_HANGING_FISH,Подвесная вонючка
FURNITURE_DESC_HANGING_FISH,
FURNITURE_NAME_HANGING_CATHEAD,Подвесной освежитель А
FURNITURE_DESC_HANGING_CATHEAD,
FURNITURE_NAME_HANGING_AIRFRESHINER,Подвесной освежитель Б
FURNITURE_DESC_HANGING_AIRFRESHINER,
FURNITURE_NAME_CEILING_FAN,Потолочный вентилятор
FURNITURE_DESC_CEILING_FAN,
FURNITURE_NAME_CEILING_DISCOBALL,Диско-шар
FURNITURE_DESC_CEILING_DISCOBALL,
FURNITURE_NAME_CEILING_CAGE,Подвесная клетка
FURNITURE_DESC_CEILING_CAGE,
FURNITURE_NAME_SMALL_CANDLE_BLACK1,Красная свеча А
FURNITURE_DESC_SMALL_CANDLE_BLACK1,
FURNITURE_NAME_SMALL_CANDLE_BLACK2,Красная свеча Б
FURNITURE_DESC_SMALL_CANDLE_BLACK2,
FURNITURE_NAME_SMALL_CANDLE_BLACK3,Маленькая красная свеча А
FURNITURE_DESC_SMALL_CANDLE_BLACK3,
FURNITURE_NAME_SMALL_CANDLE_BLACK4,Маленькая красная свеча Б
FURNITURE_DESC_SMALL_CANDLE_BLACK4,
FURNITURE_NAME_SMALL_CANDLE_WHITE1,Маленькая белая свеча А
FURNITURE_DESC_SMALL_CANDLE_WHITE1,
FURNITURE_NAME_SMALL_CANDLE_WHITE2,Маленькая белая свеча Б
FURNITURE_DESC_SMALL_CANDLE_WHITE2,
FURNITURE_NAME_SMALL_CANDLE_WHITE3,Белая свеча А
FURNITURE_DESC_SMALL_CANDLE_WHITE3,
FURNITURE_NAME_SMALL_CANDLE_WHITE4,Белая свеча Б
FURNITURE_DESC_SMALL_CANDLE_WHITE4,
FURNITURE_NAME_SMALL_VASE1,Маленькая ваза А
FURNITURE_DESC_SMALL_VASE1,
FURNITURE_NAME_SMALL_VASE2,Маленькая ваза Б
FURNITURE_DESC_SMALL_VASE2,
FURNITURE_NAME_SMALL_VASE3,Маленькая ваза В
FURNITURE_DESC_SMALL_VASE3,
FURNITURE_NAME_SMALL_TRASH_EGGS,Яичная скорлупа
FURNITURE_DESC_SMALL_TRASH_EGGS,
FURNITURE_NAME_SMALL_TRASH_APPLE,Огрызок яблока
FURNITURE_DESC_SMALL_TRASH_APPLE,
FURNITURE_NAME_SMALL_TRASH_BONE,Кость
FURNITURE_DESC_SMALL_TRASH_BONE,
FURNITURE_NAME_SMALL_TRASH_BANANA,Банановая кожура
FURNITURE_DESC_SMALL_TRASH_BANANA,
FURNITURE_NAME_SMALL_TRASH_CANS,Жестянки от газировки
FURNITURE_DESC_SMALL_TRASH_CANS,
FURNITURE_NAME_SMALL_TRASH_BREAD,Старый тост
FURNITURE_DESC_SMALL_TRASH_BREAD,
FURNITURE_NAME_SMALL_TRASH_CUP,Стаканчик супа
FURNITURE_DESC_SMALL_TRASH_CUP,
FURNITURE_NAME_SMALL_TRASH_CHEESE,Сыр
FURNITURE_DESC_SMALL_TRASH_CHEESE,
FURNITURE_NAME_SMALL_TRASH_BROKENBOTTLE,Осколок бутылки
FURNITURE_DESC_SMALL_TRASH_BROKENBOTTLE,
FURNITURE_NAME_SMALL_TRASH_MILK,Пустой пакет молока
FURNITURE_DESC_SMALL_TRASH_MILK,
FURNITURE_NAME_SMALL_TRASH_CAN2,Банка газировки
FURNITURE_DESC_SMALL_TRASH_CAN2,
FURNITURE_NAME_SMALL_MEDS_MYSTERYBOTTLE,Стеклянная бутылка
FURNITURE_DESC_SMALL_MEDS_MYSTERYBOTTLE,
FURNITURE_NAME_SMALL_MEDS_COUGHSYRUP,Сироп от кашля
FURNITURE_DESC_SMALL_MEDS_COUGHSYRUP,
FURNITURE_NAME_SMALL_MEDS_PILLS1,Баночка с таблетками
FURNITURE_DESC_SMALL_MEDS_PILLS1,
FURNITURE_NAME_SMALL_MEDS_PILLS2,Маленькая баночка с таблетками
FURNITURE_DESC_SMALL_MEDS_PILLS2,
FURNITURE_NAME_SMALL_MEDS_MYSTERY2,Загадочное лекарство
FURNITURE_DESC_SMALL_MEDS_MYSTERY2,
FURNITURE_NAME_SMALL_MEDS_FISHOIL,Рыбий жир
FURNITURE_DESC_SMALL_MEDS_FISHOIL,
FURNITURE_NAME_SMALL_MEDS_CATHEARTS,Банка кошачьих сердец
FURNITURE_DESC_SMALL_MEDS_CATHEARTS,
FURNITURE_NAME_SMALL_BOTTLE_EMPTY,Пустая бутылка
FURNITURE_DESC_SMALL_BOTTLE_EMPTY,
FURNITURE_NAME_SMALL_BOTTLE_FULL,Бутылка
FURNITURE_DESC_SMALL_BOTTLE_FULL,
FURNITURE_NAME_SMALL_BOTTLE_2BOTTLES,Светящаяся бутылка
FURNITURE_DESC_SMALL_BOTTLE_2BOTTLES,
FURNITURE_NAME_SMALL_BOBBLE_DARKCAT,Болванчик-кот
FURNITURE_DESC_SMALL_BOBBLE_DARKCAT,
FURNITURE_NAME_SMALL_BOBBLE_GUPPY,Болванчик-кот Гуппи
FURNITURE_DESC_SMALL_BOBBLE_GUPPY,
FURNITURE_NAME_SMALL_BOBBLE_MAD,Болванчик злой кот
FURNITURE_DESC_SMALL_BOBBLE_MAD,
FURNITURE_NAME_SMALL_BOBBLE_MONEY,Болванчик удачливый кот
FURNITURE_DESC_SMALL_BOBBLE_MONEY,
FURNITURE_NAME_SMALL_BOBBLE_HAPPY,Болванчик счастливый кот
FURNITURE_DESC_SMALL_BOBBLE_HAPPY,
FURNITURE_NAME_SMALL_BOBBLE_DAN,Болванчик-кот Синдж
FURNITURE_DESC_SMALL_BOBBLE_DAN,
FURNITURE_NAME_SMALL_BOBBLE_ZOMBIE,Болванчик кот-зомби
FURNITURE_DESC_SMALL_BOBBLE_ZOMBIE,
FURNITURE_NAME_SMALL_BOBBLE_GRUMP,Болванчик раздражённый кот
FURNITURE_DESC_SMALL_BOBBLE_GRUMP,
FURNITURE_NAME_SMALL_BOBBLE_ALONE,Болванчик одинокий кот
FURNITURE_DESC_SMALL_BOBBLE_ALONE,
FURNITURE_NAME_SMALL_BOBBLE_SPOTS,Болванчик пятнистый кот
FURNITURE_DESC_SMALL_BOBBLE_SPOTS,
FURNITURE_NAME_SMALL_BOBBLE_DEVIL,Болванчик кот-дьявол
FURNITURE_DESC_SMALL_BOBBLE_DEVIL,
FURNITURE_NAME_SMALL_LAB_TANK1,Лабораторный резервуар А
FURNITURE_DESC_SMALL_LAB_TANK1,
FURNITURE_NAME_SMALL_LAB_TANK2,Лабораторный резервуар Б
FURNITURE_DESC_SMALL_LAB_TANK2,
FURNITURE_NAME_SMALL_LAB_JUG1,Лабораторная колба А
FURNITURE_DESC_SMALL_LAB_JUG1,
FURNITURE_NAME_SMALL_LAB_JUG2,Лабораторная колба Б
FURNITURE_DESC_SMALL_LAB_JUG2,
FURNITURE_NAME_SMALL_LAB_JUG3,Бутыль отбеливателя
FURNITURE_DESC_SMALL_LAB_JUG3,
FURNITURE_NAME_SMALL_LAB_TESTTUBE,Пробирка
FURNITURE_DESC_SMALL_LAB_TESTTUBE,
FURNITURE_NAME_SMALL_LAB_TESTTUBE2,Пробирки
FURNITURE_DESC_SMALL_LAB_TESTTUBE2,
FURNITURE_NAME_SMALL_LAB_FLASK,Круглодонная колба
FURNITURE_DESC_SMALL_LAB_FLASK,
FURNITURE_NAME_SMALL_LAB_FLASK2,Колба Эрленмейера
FURNITURE_DESC_SMALL_LAB_FLASK2,
FURNITURE_NAME_SMALL_LAB_FLASK3,Маленький стакан
FURNITURE_DESC_SMALL_LAB_FLASK3,
FURNITURE_NAME_SMALL_LAB_FLASK4,Колба с круглым дном
FURNITURE_DESC_SMALL_LAB_FLASK4,
FURNITURE_NAME_SMALL_FOOD_ROOT,Корень мандрагоры
FURNITURE_DESC_SMALL_FOOD_ROOT,
FURNITURE_NAME_SMALL_FOOD_LEMON,Лимон
FURNITURE_DESC_SMALL_FOOD_LEMON,
FURNITURE_NAME_SMALL_FOOD_ORANGE,Апельсин
FURNITURE_DESC_SMALL_FOOD_ORANGE,
FURNITURE_NAME_SMALL_FOOD_RADISH,Редиска
FURNITURE_DESC_SMALL_FOOD_RADISH,
FURNITURE_NAME_SMALL_FOOD_ONION,Луковица
FURNITURE_DESC_SMALL_FOOD_ONION,
FURNITURE_NAME_SMALL_FOOD_APPLE,Яблоко
FURNITURE_DESC_SMALL_FOOD_APPLE,
FURNITURE_NAME_SMALL_FOOD_SQUASH,Кабачок
FURNITURE_DESC_SMALL_FOOD_SQUASH,
FURNITURE_NAME_SMALL_FOOD_EGGPLANT,Баклажан
FURNITURE_DESC_SMALL_FOOD_EGGPLANT,
FURNITURE_NAME_SMALL_FOOD_BROCCOLI,Брокколи
FURNITURE_DESC_SMALL_FOOD_BROCCOLI,
FURNITURE_NAME_SMALL_FOOD_PUMPKIN,Тыква
FURNITURE_DESC_SMALL_FOOD_PUMPKIN,
FURNITURE_NAME_SMALL_FOOD_PINEAPPLE,Ананас
FURNITURE_DESC_SMALL_FOOD_PINEAPPLE,
FURNITURE_NAME_SMALL_FOOD_POTATO,Картофель
FURNITURE_DESC_SMALL_FOOD_POTATO,
FURNITURE_NAME_SMALL_DOLL_STACY,Плюшевая Стейси
FURNITURE_DESC_SMALL_DOLL_STACY,
FURNITURE_NAME_SMALL_DOLL_AETHER,Плюшевый Эфир
FURNITURE_DESC_SMALL_DOLL_AETHER,
FURNITURE_NAME_SMALL_DOLL_DUKE,Плюшевый Герцог Мух
FURNITURE_DESC_SMALL_DOLL_DUKE,
FURNITURE_NAME_SMALL_DOLL_GUPPY,Плюшевый Гуппи
FURNITURE_DESC_SMALL_DOLL_GUPPY,
FURNITURE_NAME_SMALL_DOLL_GISH,Плюшевый Гиш
FURNITURE_DESC_SMALL_DOLL_GISH,
FURNITURE_NAME_SMALL_DOLL_ISAAC,Плюшевый Айзек
FURNITURE_DESC_SMALL_DOLL_ISAAC,
FURNITURE_NAME_SMALL_DOLL_STEVEN,Плюшевый Стивен
FURNITURE_DESC_SMALL_DOLL_STEVEN,
FURNITURE_NAME_SMALL_ELECTRONICS_GAMESYSTEM,Игровая приставка
FURNITURE_DESC_SMALL_ELECTRONICS_GAMESYSTEM,
FURNITURE_NAME_SMALL_ELECTRONICS_GAMEPAD,Геймпад
FURNITURE_DESC_SMALL_ELECTRONICS_GAMEPAD,
FURNITURE_NAME_SMALL_ELECTRONICS_SPEAKER,Маленькая колонка
FURNITURE_DESC_SMALL_ELECTRONICS_SPEAKER,
FURNITURE_NAME_SMALL_ELECTRONICS_MOUSE,Мышка
FURNITURE_DESC_SMALL_ELECTRONICS_MOUSE,
FURNITURE_NAME_SMALL_ELECTRONICS_PHONE1,Ретро-телефон А
FURNITURE_DESC_SMALL_ELECTRONICS_PHONE1,
FURNITURE_NAME_SMALL_ELECTRONICS_PHONE2,Дисковый телефон Б
FURNITURE_DESC_SMALL_ELECTRONICS_PHONE2,
FURNITURE_NAME_SMALL_ELECTRONICS_PHONE3,Дисковый телефон В
FURNITURE_DESC_SMALL_ELECTRONICS_PHONE3,
FURNITURE_NAME_SMALL_ELECTRONICS_OLDPHONE,Старинный телефон А
FURNITURE_DESC_SMALL_ELECTRONICS_OLDPHONE,
FURNITURE_NAME_SMALL_ELECTRONICS_OLDPHONE2,Старинный телефон Б
FURNITURE_DESC_SMALL_ELECTRONICS_OLDPHONE2,
FURNITURE_NAME_SMALL_ELECTRONICS_OLDPHONE3,Старинный телефон В
FURNITURE_DESC_SMALL_ELECTRONICS_OLDPHONE3,
FURNITURE_NAME_SMALL_ELECTRONICS_LIPPHONE,Телефон-губы
FURNITURE_DESC_SMALL_ELECTRONICS_LIPPHONE,
FURNITURE_NAME_SMALL_ELECTRONICS_DUCKPHONE,Телефон-утка
FURNITURE_DESC_SMALL_ELECTRONICS_DUCKPHONE,
FURNITURE_NAME_SMALL_ELECTRONICS_CELLPHONE,Мобильник 90-х
FURNITURE_DESC_SMALL_ELECTRONICS_CELLPHONE,
FURNITURE_NAME_SMALL_ELECTRONICS_HANDRADIO,Ретро-транзистор
FURNITURE_DESC_SMALL_ELECTRONICS_HANDRADIO,
FURNITURE_NAME_SMALL_ELECTRONICS_HANDRADIO2,Старинный транзистор
FURNITURE_DESC_SMALL_ELECTRONICS_HANDRADIO2,
FURNITURE_NAME_SMALL_ELECTRONICS_WALKYTALKY,Рация
FURNITURE_DESC_SMALL_ELECTRONICS_WALKYTALKY,
FURNITURE_NAME_SMALL_ELECTRONICS_BRAIN,Мозг Глорга
FURNITURE_DESC_SMALL_ELECTRONICS_BRAIN,
FURNITURE_NAME_SMALL_ELECTRONICS_MYSTERIOUSSKULL,Эфирный череп
FURNITURE_DESC_SMALL_ELECTRONICS_MYSTERIOUSSKULL,
FURNITURE_NAME_SMALL_ELECTRONICS_MOON,Маленький астероид
FURNITURE_DESC_SMALL_ELECTRONICS_MOON,
FURNITURE_NAME_SMALL_ELECTRONICS_OOZE,Канистра со слизью
FURNITURE_DESC_SMALL_ELECTRONICS_OOZE,
FURNITURE_NAME_SMALL_JAR_DISEASES,Банка с болезнями
FURNITURE_DESC_SMALL_JAR_DISEASES,
FURNITURE_NAME_SMALL_JAR_EYEBALLS,Банка с глазными яблоками
FURNITURE_DESC_SMALL_JAR_EYEBALLS,
FURNITURE_NAME_SMALL_JAR_HEART,Сердце в банке
FURNITURE_DESC_SMALL_JAR_HEART,
FURNITURE_NAME_SMALL_JAR_SPIDER,Паук-сенокосец
FURNITURE_DESC_SMALL_JAR_SPIDER,
FURNITURE_NAME_SMALL_JAR_FISH,Банка с гуппи
FURNITURE_DESC_SMALL_JAR_FISH,
FURNITURE_NAME_SMALL_JAR_FLYS,Банка с мухами
FURNITURE_DESC_SMALL_JAR_FLYS,
FURNITURE_NAME_SMALL_JAR_FAIRY,Фея в банке
FURNITURE_DESC_SMALL_JAR_FAIRY,
FURNITURE_NAME_SMALL_JAR_COINS,Банка с монетками
FURNITURE_DESC_SMALL_JAR_COINS,
FURNITURE_NAME_SMALL_JAR_NAILS,Банка с гвоздями
FURNITURE_DESC_SMALL_JAR_NAILS,
FURNITURE_NAME_SMALL_JAR_GHOST,Инки
FURNITURE_DESC_SMALL_JAR_GHOST,
FURNITURE_NAME_SMALL_JAR_EMPTY,Стеклянная банка
FURNITURE_DESC_SMALL_JAR_EMPTY,
FURNITURE_NAME_SMALL_JAR_EMPTY2,Медицинская банка
FURNITURE_DESC_SMALL_JAR_EMPTY2,
FURNITURE_NAME_SMALL_JAR_EMPTY3,Стеклянная бутыль
FURNITURE_DESC_SMALL_JAR_EMPTY3,
FURNITURE_NAME_SMALL_GEM,Маленький самоцвет
FURNITURE_DESC_SMALL_GEM,
FURNITURE_NAME_SMALL_LOTION,Лосьон
FURNITURE_DESC_SMALL_LOTION,
FURNITURE_NAME_SMALL_TISSUES,Салфетки
FURNITURE_DESC_SMALL_TISSUES,
FURNITURE_NAME_SMALL_PICTURE_SPOON,Маленькая рамка А
FURNITURE_DESC_SMALL_PICTURE_SPOON,
FURNITURE_NAME_SMALL_PICTURE_CAT,Маленькая рамка Б
FURNITURE_DESC_SMALL_PICTURE_CAT,
FURNITURE_NAME_SMALL_PICTURE_CAN,Маленькая рамка В
FURNITURE_DESC_SMALL_PICTURE_CAN,
FURNITURE_NAME_SMALL_ALARMCLOCK1,Электронный будильник
FURNITURE_DESC_SMALL_ALARMCLOCK1,
FURNITURE_NAME_SMALL_ALARMCLOCK2,Будильник
FURNITURE_DESC_SMALL_ALARMCLOCK2,
FURNITURE_NAME_SMALL_PILLBOTTLE,Маленький пузырёк с таблетками
FURNITURE_DESC_SMALL_PILLBOTTLE,
FURNITURE_NAME_SMALL_WATERBOTTLE,Бутылка воды
FURNITURE_DESC_SMALL_WATERBOTTLE,
FURNITURE_NAME_SMALL_MILK,Молочник
FURNITURE_DESC_SMALL_MILK,
FURNITURE_NAME_SMALL_KETTLE,Чайник
FURNITURE_DESC_SMALL_KETTLE,
FURNITURE_NAME_SMALL_BOWLINGBALL,Шар для боулинга
FURNITURE_DESC_SMALL_BOWLINGBALL,
FURNITURE_NAME_SMALL_PIN,Кегля
FURNITURE_DESC_SMALL_PIN,
FURNITURE_NAME_SMALL_MUG,Кружка
FURNITURE_DESC_SMALL_MUG,
FURNITURE_NAME_SMALL_PENCUP,Стаканчик для ручек
FURNITURE_DESC_SMALL_PENCUP,
FURNITURE_NAME_SMALL_FOOD_SAUSAGE,Сосиска
FURNITURE_DESC_SMALL_FOOD_SAUSAGE,
FURNITURE_NAME_SMALL_DEADRAT,Дохлая крыса
FURNITURE_DESC_SMALL_DEADRAT,
FURNITURE_NAME_SMALL_BLACKBOX,Чёрный ящик
FURNITURE_DESC_SMALL_BLACKBOX,
FURNITURE_NAME_SMALL_EYEBALL,Глазное яблоко
FURNITURE_DESC_SMALL_EYEBALL,
FURNITURE_NAME_SMALL_PERFUME,Духи
FURNITURE_DESC_SMALL_PERFUME,
FURNITURE_NAME_SMALL_JAR_TADPOLE,Головастик в банке
FURNITURE_DESC_SMALL_JAR_TADPOLE,
FURNITURE_NAME_SMALL_JUG,Кувшин
FURNITURE_DESC_SMALL_JUG,
FURNITURE_NAME_SMALL_COUCH,Игрушечный диван
FURNITURE_DESC_SMALL_COUCH,
FURNITURE_NAME_SMALL_FRIGE,Игрушечный холодильник
FURNITURE_DESC_SMALL_FRIGE,
FURNITURE_NAME_SMALL_SINK,Игрушечная раковина
FURNITURE_DESC_SMALL_SINK,
FURNITURE_NAME_SMALL_STOVE,Игрушечная плита
FURNITURE_DESC_SMALL_STOVE,
FURNITURE_NAME_SMALL_CRATE,Игрушечный ящик
FURNITURE_DESC_SMALL_CRATE,
FURNITURE_NAME_SMALL_BED,Игрушечная кровать
FURNITURE_DESC_SMALL_BED,
FURNITURE_NAME_SMALL_SIDETABLE,Игрушечный стол
FURNITURE_DESC_SMALL_SIDETABLE,
FURNITURE_NAME_SMALL_SHELF,Игрушечная полка
FURNITURE_DESC_SMALL_SHELF,
FURNITURE_NAME_SMALL_PIGGYBANK,Копилка
FURNITURE_DESC_SMALL_PIGGYBANK,
FURNITURE_NAME_SMALL_FOOD_CUPCAKE,Кекс
FURNITURE_DESC_SMALL_FOOD_CUPCAKE,
FURNITURE_NAME_SMALL_FOOD_CUPCAKE2,Шоколадный кекс
FURNITURE_DESC_SMALL_FOOD_CUPCAKE2,
FURNITURE_NAME_SMALL_MUG2,Высокая кружка
FURNITURE_DESC_SMALL_MUG2,
FURNITURE_NAME_SMALL_ELECTRONICS_JOYSTICK,Джойстик
FURNITURE_DESC_SMALL_ELECTRONICS_JOYSTICK,
FURNITURE_NAME_SMALL_BELL,Звонок
FURNITURE_DESC_SMALL_BELL,
FURNITURE_NAME_SMALL_IRON,Утюг
FURNITURE_DESC_SMALL_IRON,
FURNITURE_NAME_SMALL_SNOWGLOBE,Маленький снежный шар
FURNITURE_DESC_SMALL_SNOWGLOBE,
FURNITURE_NAME_SMALL_SHELL,Раковина
FURNITURE_DESC_SMALL_SHELL,
FURNITURE_NAME_SMALL_BIGEGG,Большое яйцо
FURNITURE_DESC_SMALL_BIGEGG,
FURNITURE_NAME_SMALL_LETTERBLOCK1,Кубик с буквой
FURNITURE_DESC_SMALL_LETTERBLOCK1,
FURNITURE_NAME_SMALL_LETTERBLOCK2,Кубик с буквой
FURNITURE_DESC_SMALL_LETTERBLOCK2,
FURNITURE_NAME_SMALL_LETTERBLOCK3,Кубик с буквой
FURNITURE_DESC_SMALL_LETTERBLOCK3,
FURNITURE_NAME_SMALL_LETTERBLOCK4,Кубик с буквой
FURNITURE_DESC_SMALL_LETTERBLOCK4,
FURNITURE_NAME_SMALL_LETTERBLOCK5,Кубик с буквой
FURNITURE_DESC_SMALL_LETTERBLOCK5,
FURNITURE_NAME_SMALL_LETTERBLOCK6,Кубик с буквой
FURNITURE_DESC_SMALL_LETTERBLOCK6,
FURNITURE_NAME_SMALL_LETTERBLOCK7,Кубик с буквой
FURNITURE_DESC_SMALL_LETTERBLOCK7,
FURNITURE_NAME_SMALL_LETTERBLOCK8,Кубик с буквой
FURNITURE_DESC_SMALL_LETTERBLOCK8,
FURNITURE_NAME_SMALL_RUBBERDUCK,Резиновая уточка
FURNITURE_DESC_SMALL_RUBBERDUCK,
FURNITURE_NAME_SMALL_WOBBLEBIRD,Птичка-качалка
FURNITURE_DESC_SMALL_WOBBLEBIRD,
FURNITURE_NAME_SMALL_90SPHONE,Телефон 90-х А
FURNITURE_DESC_SMALL_90SPHONE,
FURNITURE_NAME_SMALL_90SPHONE2,Телефон 90-х Б
FURNITURE_DESC_SMALL_90SPHONE2,
FURNITURE_NAME_SMALL_KNOCKER,Маятник Ньютона
FURNITURE_DESC_SMALL_KNOCKER,
